s_no,tpa,entity_code,hospital_name,address,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,grade,bariatric_surgery,cardiology,cardiothoracic_surgeries,dermatology,ent,endocrinology,follow_up_procedure,gastroenterology,general_medicine,general_surgery,genitourinary_surgery,gynaecology_obstetric_surgery,haemotology,hepatology,infectious_diseases,interventional_cardiology,interventional_radiology,medical_oncology,neonatology,nephrology,neurology,neurosurgery,ofms,ophthalmology_surgeries,orthopedics,paediatric_intensive_care,paediatric_surgeries,paediatrics,plastic_surgery,pmr,psychiatry,pulmonology,radiation_oncology,rehabilitation,rheumatology,spine,surgical_gastro_enterology,surgical_oncology,vascular_surgeries,joint_replacement,latitude,longitude,location_accuracy
583,Vidal,H_21146,"Govt Hospital Kurinjipadi, Cuddalore TN.","S.K.S NAGAR, NEAR BUS STAND,KURINJIPADI",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.560854,79.5975832,Exact Hospital
584,Vidal,H_21147,"Govt Hospital Panruti, Cuddalore TN.","KUMBAKONAM ROAD, GOVT HOSPITAL, PANRUTI",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.7674836,79.5491037,Exact Hospital
589,Vidal,H_22124,"Govt Hospital Parangipetai,Cuddalore TN.","Kutchery street, cuddalore, Parangipettai,",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,6,15-05-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.4905673,79.7568983,Village/Town Center
585,Vidal,H_21149,"Govt Hospital Tittakudi, Cuddalore TN.","Cuddalore Main Road,Thittakudi",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.359096,79.1259986,Exact Hospital
696,Vidal,H_25851,"Govt Veppur Taluk Hospital , Cuddalore TN.","poolambadi road , veppur , Cuddalore district ",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.5512914,79.0747811,Village/Town Center
586,Vidal,H_18862,"Govt. Chidambaram Hospital, Cuddalore TN.","SP KOIL STREET,CHIDAMBARAM(TK),CUDDALORE(DT).",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.5202071,79.3396356,District Center
587,Vidal,H_18863,"Govt. Virudhachalam Hospital, Cuddalore TN.","Thenkottai veethi, virudhachalam",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.5154858,79.3171992,Exact Hospital
1922,Vidal,H_22520,"Govt.DDWO,Cuddalore TN.",,Cuddalore,DDWO,DDWO,DDWO,Govt,0,22-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.5202071,79.3396356,District Center
588,Vidal,H_18475,"Govt.Head Quarters Hospital,Cuddalore TN.","Nellikuppam Main Road,Cuddalore",Cuddalore,District Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.7567213,79.7590497,Exact Hospital
1921,Vidal,H_22479,"Govt.Head Quarters Hospital,DEIC, Cuddalore TN.",,CUDDALORE,DEIC,DEIC,DEIC,Govt,0,14-02-2018,2018,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.5202071,79.3396356,District Center
1666,Vidal,H_24604,"GUPHC, Annagramam, Oraiyur, Cuddalore TN.","Govt Primary Health Centre , Main Road, Annagramam, Panruti, Cuddalore District, Tamil Nadu, 607108",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.8069236,79.5142663,Village/Town Center
1667,Vidal,H_24605,"GUPHC, Bhuvanagiri, Krishnapuram, Cuddalore TN. ","GOVT Primary Health Centre,KRISHNAPURAM, BHUVANAGIRI TK, CUDDALORE Tamil Nadu 608704",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5262111,79.7530715,Village/Town Center
1669,Vidal,H_24608,"GUPHC, Kammapuram, Cuddalore TN.","Govt. PHC Kammapuram, Virudhachalam Taluk",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1670,Vidal,H_24609,"GUPHC, Kattumannarkoil, Ayangudi, Cuddalore TN","444, jinna street, Ayangudi, Tamil Nadu 608306",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5262111,79.7530715,Village/Town Center
1671,Vidal,H_24611,"GUPHC, Keerapalayam, Orathur, Cuddalore TN.",Govt uphc orathur - 608201,Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1672,Vidal,H_24613,"GUPHC, Kumaratchi, Cuddalore TN.","Govt.primary health centre,kumaratchi ",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.52565,79.389844,Village/Town Center
1673,Vidal,H_24614,"GUPHC, Kurinjipadi, Vadalur, Cuddalore TN.","Govt.CHC, Vadalur, Virudhachalam Main Road, Opp. To Sathiya Ganan Sabai, Vadalur",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1674,Vidal,H_24623,"GUPHC, Mangalur, Cuddalore TN. ",GUPHC Mangalur - 606108,Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1668,Vidal,H_24607,"GUPHC, Naduveerapattu, Cuddalore TN.","Govt.Primary Health centre, Naduveerapattu,  Cuddalore taluk.",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.72171,79.626636,Village/Town Center
1675,Vidal,H_24624,"GUPHC, Nallur, Pennadam, Cuddalore TN. ",Govt Upgraded PHC Pennadam - 606105,Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1676,Vidal,H_24625,"GUPHC, Panruti, Marungur, Cuddalore TN.","Upgraded Primary Health Centre,Marungur Main road, Marungur,Panruti tk",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.65543,79.538547,Village/Town Center
1678,Vidal,H_24968,"GUPHC,Karaikadu,Cuddalore,TN.","Govt  upgraded primary health center, Karaikadu, Kannarapettai ",Cuddalore,UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.6774253,79.7493057,Village/Town Center
1679,Vidal,H_24969,"GUPHC,Kattumannarkoil,Muttam,Cuddalore,TN.","Govt Upgraded PHC Muttam, Kattumannarkoil Taluk",Cuddalore,CHC/ UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1681,Vidal,H_24974,"GUPHC,Kattumannarkoil,Srimushnam,Cuddalore TN.",Govt upgraded primary health centre Srimushnam ,Cuddalore,UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1682,Vidal,H_24975,"GUPHC,Kurinjipadi,Theerthanagiri,Cuddalore,TN.","Govt PHC, Theerthanagiri",Cuddalore,UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1683,Vidal,H_24976,"GUPHC,Kurinjipadi,Thiruchopuram,Cuddalore TN.","Govt PHC, Sivan Koil Street, Thiruchopuram",Cuddalore,UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.3001011,79.5534269,Village/Town Center
1685,Vidal,H_24978,"GUPHC,Mangalur,Tholudar,Cuddalore,TN.","Govt primary health centre, Tholudur, chinnasalem main road - 606303",Cuddalore,UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1680,Vidal,H_24973,"GUPHC,Parangipettai,Puduchathiram,Cuddalore,TN.","Govt UPHC PUDUCHATHIRAM, Bhuvanagiri Taluk",Cuddalore,CHC/ UGPHC/ Main PHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1684,Vidal,H_24977,"GUPHC,Thiruvandipuram,Cuddalore,TN.","Govt primary health centre Thiruvandhipuram, Cuddalore",Cuddalore,UGPHC,Multi,Govt-MTM,Govt,55,12-11-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
1677,Vidal,H_24626,"GUPHC,Virudhachalam, Mangalampettai, Cuddalore TN.","Upgraded primary health centre,mangalampettai  ,vridhachalam main road,vridhachalam Tk",Cuddalore,CHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.5202071,79.3396356,District Center
730,Vidal,H_19771,"Jipmer Hospital Pondicherry,TN.","Dhanvantri Nagar, Gorimedu, Puducherry,",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,3,04-04-2017,2017,A4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,11.8499139,79.7887536,Village/Town Center
1885,Vidal,H_19413,"Krishna Advanced Mri Ct,Nellikuppam,Cuddalore Dc.",,Cuddalore,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,2,27-03-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.5202071,79.3396356,District Center
724,Vidal,H_22096,"Krishna Cancer Institute,Cuddalore,TN."," 76/1, Nellikuppam Main Road, Near Thottapattu EB Sub Station, Thottapattu, Cuddalore",Cuddalore,Private,Single,PVT HOSPITAL,Pvt,5,19-04-2017,2017,S2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11.5202071,79.3396356,District Center
725,Vidal,H_18771,"KRISHNA HOSPITAL, Cuddalore TN.","NO, 17-A, HOSPITAL ROAD,CUDDALORE",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A2,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,11.7575315,79.7616392,Exact Hospital
731,Vidal,H_18614,"Mahatma Gandhi Medical College,Pondicherry TN.",PONDY CUDDALORE MAIN ROAD PILLAIYARKUPPAM PUDUCHERRY,Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,11.5202071,79.3396356,District Center
732,Vidal,H_18801,"MANAKULA VINAYAGAR MEDICAL COLLEGE, PONDICHERRY TN","Kalitheerthalkuppam, Madagadipet, Puducherry",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,11.921586,79.6281968,Hospital in TN
726,Vidal, H_18245,"PIMS, Pondicherry TN."," Kalathumettupathai, Ganapathichettikulam, Village No.20, Kalapet, Puducherry",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A4,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,11.5202071,79.3396356,District Center
727,Vidal,H_22028,"Puducherry Cancer Trust and ResCtr,Pondicherry,TN.","M.A.Shanmugam, Sengeni Ammal Square, South River Bank Road,  chunnambar, Thavalakuppam, Puducherry.",Cuddalore,Private,Single,PVT HOSPITAL,Pvt,1,20-03-2017,2017,S1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.8645974,79.7545235,Village/Town Center
581,Vidal,H_18357,"Rajah Muthiah Med Coll And Hospital, Cuddalore TN.","ANNAMALAI UNIVERSITY, ANNAMALAI NAGAR,Chidambaram",Cuddalore,Medical College Hospital ,Multi,Govt-DME,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.3899768,79.7122498,Village/Town Center
